TaskNumber,Summary,Priority,RaisedByID,AssignedToID,AuthorisedByID,StatusCode,ProjectCode,ProjectBreakdownCode,Category,SubCategory,HoursEstimate,HoursActual,DeveloperID,DeveloperHoursActual,TaskPerformance,DeveloperPerformance
8943,"Introducing the lost copy, past, mini menu on grid/fields right click (for V3)",5,24,65,58,"CHRONICLE","PC9","PBC11","Development","Enhancement",2,2,65,2,0,0
8944,"Combo column sorts in grid based on Value Member and not Display Member",5,65,65,58,"CHRONICLE","PC9","PBC11","Development","Bug",4,3,65,3,1,1
8945,"Column sort on empy grid causes crash",1,54,65,58,"CHRONICLE","PC9","PBC7","Development","Bug",1,1,65,1,0,0
8949,"Miscalculated RI on XXXX v2.0",1,13,26,NA,"COMPLETED","PC2","PBC53","Development","Support",1,1,26,1,0,0
8950,"Bordereau Back Loader on 22/11/07 (yesterday's file sent at 6:30 - load)",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
8952,"Release SCMS Application To Live -- XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",7,3,13,3,4,4
8953,"Release SCMS Warehouse To Live -- XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",7,0.5,13,0.5,6.5,6.5
8954,"Backup Release Pre/Post Versions To Disk -- XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",1,0.25,13,0.25,0.75,0.75
8955,"XXXX User Query On SCM Events",1,10,13,NA,"CHRONICLE","PC2","PBC53","Development","Support",1,1,13,0.5,0,0.5
8955,"XXXX User Query On SCM Events",1,10,13,NA,"CHRONICLE","PC2","PBC53","Development","Support",1,1,26,0.5,0,NA
8956,"XXXX User Support: Event Description/Notes updates",1,13,13,NA,"COMPLETED","PC2","PBC73","Development","Support",0.5,0.5,13,0.5,0,0
8957,"Imagine SCMS Demo - SCMS Setup And Testing",1,58,13,NA,"COMPLETED","PC2","PBC21","Development","Testing",14,12.33,13,12.33,1.67,1.67
8958,"Extra Time used for 8903 (Developing a Quick Entry Bordereau Screen)",2,42,42,NA,"FINISHED","PC2","PBC21","Development","Enhancement",14,12.75,42,12.75,1.25,1.25
8959,"Bordereau Back Loader on 22/11/07",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
8960,"Sort label not reset on Grid Wrapper in search grids after searches",5,65,65,58,"CHRONICLE","PC9","PBC7","Development","Bug",0.25,0.25,65,0.25,0,0
8961,"period close error CCCs XXXX",10,24,24,NA,"COMPLETED","PC17","PBC72","Development","Bug",0.5,0.5,24,0.5,0,0
8962,"Release SCMS Application To Live -- XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",7,1.75,13,1.75,5.25,5.25
8963,"Release SCMS Warehouse To Live -- XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",7,0.25,13,0.25,6.75,6.75
8964,"Backup Release Pre/Post Versions To Disk -- XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",1,0.5,13,0.5,0.5,0.5
8965,"MCPD Catch Up",5,65,65,58,"CHRONICLE","PC18","PBC64","Management","Staff Management",10,12.75,65,12.75,-2.75,-2.75
8966,"Code Gen Review and Questionnaire ",1,58,13,58,"COMPLETED","PC9","PBC41","Development","Documentation",3,5,13,5,-2,-2
8967,"0060 - SCM Where Original Currency Is Old Euro Currency - Issues to Set Claim as Closed",1,24,24,NA,"COMPLETED","PC17","PBC72","Development","Enhancement",2.5,2.5,24,2.5,0,0
8968,"XXXX - Super Search - Loading Saved Query Displays Return Fields In Wrong Order",3,24,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",4,21.75,54,3.5,-17.75,NA
8968,"XXXX - Super Search - Loading Saved Query Displays Return Fields In Wrong Order",3,24,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",4,21.75,13,16.75,-17.75,-12.75
8968,"XXXX - Super Search - Loading Saved Query Displays Return Fields In Wrong Order",3,24,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",4,21.75,24,1.5,-17.75,NA
8969,"XXXX Live v2.1 - Opening Risk Flags SectionTypeCode Lookup Error",1,13,13,NA,"COMPLETED","PC2","PBC72","Development","Bug",0.5,0.5,13,0.5,0,0
8970,"Add Claims Dept. YYY ZZZ/YYY ZZZ On XXXX SCMS",1,1,13,NA,"COMPLETED","PC2","PBC53","Development","Support",0.5,0.5,13,0.5,0,0
8971,"Setup Diary Event System For Claims Dept. On XXXX (XXXX, XXXX)",1,1,13,NA,"COMPLETED","PC2","PBC53","Development","Support",1,1.5,13,1.5,-0.5,-0.5
8972,"Bordereau Back Loader on 26/11/07",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
8973,"0058 - SCM Mismatch to Eurobase on Policy Reference AND 0059 - Missing Event Codes",1,24,24,NA,"CHRONICLE","PC17","PBC72","Development","Enhancement",7,7,24,7,0,0
8974,"User Support: SCM Search Brings Back Incorrect IncSettSynd figure",1,12,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",0.5,0.5,13,0.5,0,0
8975,"Daily server checks 2007/48",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",2.5,2.5,43,2.5,0,0
8977,"Deal with market communication about missing DTI codes",3,26,26,NA,"COMPLETED","PC2","PBC21","Development","Support",0.5,0.5,26,0.5,0,0
8978,"XXXX v2.1 Test System Setup. ",1,13,13,NA,"COMPLETED","PC2","PBC72","Development","Testing",5,4,13,4,1,1
8979,"Extended Technical Meeting",1,58,58,58,"FINISHED","PC18","PBC33","Management","Staff Management",2.5,13.5,42,2.5,-11,NA
8979,"Extended Technical Meeting",1,58,58,58,"FINISHED","PC18","PBC33","Management","Staff Management",2.5,13.5,43,1,-11,NA
8979,"Extended Technical Meeting",1,58,58,58,"FINISHED","PC18","PBC33","Management","Staff Management",2.5,13.5,24,2.5,-11,NA
8979,"Extended Technical Meeting",1,58,58,58,"FINISHED","PC18","PBC33","Management","Staff Management",2.5,13.5,13,2.5,-11,NA
8979,"Extended Technical Meeting",1,58,58,58,"FINISHED","PC18","PBC33","Management","Staff Management",2.5,13.5,58,2.5,-11,0
8979,"Extended Technical Meeting",1,58,58,58,"FINISHED","PC18","PBC33","Management","Staff Management",2.5,13.5,26,2.5,-11,NA
8980,"XXXX XLsior Proportional Extracts to use Program Refs instead of Contract Refs",3,7,26,NA,"COMPLETED","PC2","PBC13","Development","Bug",1,1,26,1,0,0
8981,"User Support: Risk Linked USM grid fails to export.",1,7,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",0.5,0.5,13,0.5,0,0
8982,"Synd XXXX has incorrect event split validatioin error",1,7,26,NA,"COMPLETED","PC2","PBC13","Development","Support",1,3.5,26,3.5,-2.5,-2.5
8983,"Clicking Column Sort On Event Search/Detail - Linked SCM Tab Results Grid Causes Exception",1,7,54,NA,"FINISHED","PC2","PBC21","Development","Bug",7,2,54,2,5,5
8984,"SiP Board Meetig November 2007",1,58,58,58,"FINISHED","PC18","PBC33","Management","Board Meeting",2,2,58,2,0,0
8986,"Invoicing CCC December 2007",1,58,58,58,"FINISHED","PC18","PBC60","Management","General Documentation",3.5,5.6,58,5.6,-2.1,-2.1
8987,"User Support: diary system issue for YYY ZZZ on XXXX SCMS",1,47,13,NA,"COMPLETED","PC2","PBC53","Development","Bug",1,0.75,13,0.75,0.25,0.25
8988,"Bordereau Back Loader on28/11/07 (yesterday's file loaded this morning.)",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
8989,"Syndicate specific report (SP_REPORT_CLAIMS_MOVEMENT_IN_PERIOD_2)",2,24,24,NA,"COMPLETED","PC17","PBC72","Development","Enhancement",21,25.5,24,25.5,-4.5,-4.5
8990,"XXXX Event search error",1,12,26,NA,"COMPLETED","PC2","PBC73","Development","Enhancement",1,1,24,0.5,0,NA
8990,"XXXX Event search error",1,12,26,NA,"COMPLETED","PC2","PBC73","Development","Enhancement",1,1,26,0.5,0,0.5
8991,"Bordereau Back Loader on 29/11/07 (yesterday's file loaded today)",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
8992,"Imagine Demo",1,58,58,58,"FINISHED","PC18","PBC31","Management","Marketing",3.5,6,13,2.5,-2.5,NA
8992,"Imagine Demo",1,58,58,58,"FINISHED","PC18","PBC31","Management","Marketing",3.5,6,58,3.5,-2.5,0
8993,"Bordereau Back Loader on 29/11/07",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
8994,"USM Manual Entry - bugs reported",1,13,13,NA,"COMPLETED","PC2","PBC10","Development","Bug",1,1,13,1,0,0
8995,"SCM UWRefs contain lowercase (messes up XLsior)",3,7,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,1,26,1,0,0
8996,"Release SCMS Application To Live -- XXXXSynd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",7,4,13,4,3,3
8997,"Release SCMS Warehouse To Live -- XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",7,0.5,13,0.5,6.5,6.5
8998,"Backup Release Pre/Post Versions To Disk -- XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",1,0.75,13,0.75,0.25,0.25
8999,"Update licence keys",1,58,13,NA,"COMPLETED","PC2","PBC21","Development","Support",0.5,0.33,13,0.33,0.17,0.17
9000,"Code Generator: Actions Dissapearing When Tag Wizard Fails To Open",1,58,58,58,"FINISHED","PC9","PBC41","Development","Bug",1,1,58,1,0,0
9001,"Code Gen Review and Questionnaire ",1,24,24,58,"COMPLETED","PC9","PBC41","Development","Documentation",3,3,24,3,0,0
9002,"Discuss ACORD messaging with YYY ZZZ",1,58,26,58,"COMPLETED","PC18","PBC33","Management","General Documentation",1,1,26,1,0,0
9004,"Bordereau Back Loader on 30/11/07",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
9005,"XXXX v2.1 Release Triangles Causing An Exception.",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,0.5,13,0.5,0.5,0.5
9006,"String truncation error when opening certain XXXX claims",1,24,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",0.5,0.5,26,0.5,0,0
9007,"XXXX Period Close Net (RI/Risk Linking Issues)",1,46,24,NA,"COMPLETED","PC17","PBC72","Operational","Client Support",4,8,24,8,-4,-4
9008,"Release Management for December 2007",1,58,58,58,"FINISHED","PC9","PBC15","Development","Release",35,36.25,58,23.75,-1.25,11.25
9008,"Release Management for December 2007",1,58,58,58,"FINISHED","PC9","PBC15","Development","Release",35,36.25,65,12.5,-1.25,NA
9009,"Daily Management Tasks December 2007",1,58,58,58,"FINISHED","PC18","PBC33","Management","General Documentation",45,12.3,58,12.3,32.7,32.7
9010,"SCMS Support: XXXX Stat Code Not All Showing In SCM/USM Return Fields",1,24,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",0.5,0.5,13,0.5,0,0
9011,"Daily Server Health Checks 2007/49",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",2.5,1.5,43,1.5,1,1
9012,"Investigating Marketing Avenues",1,58,58,58,"FINISHED","PC18","PBC33","Management","Marketing",40,21.5,43,7,18.5,NA
9012,"Investigating Marketing Avenues",1,58,58,58,"FINISHED","PC18","PBC33","Management","Marketing",40,21.5,58,14.5,18.5,25.5
9013,"Minor Admin / Management Tasks - December",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",20,21,43,21,-1,-1
9015,"SCMS Support: XXXX Validation Errors - Auto-Correct/Force Specified Errors",1,10,13,NA,"COMPLETED","PC2","PBC53","Development","Support",0.5,0.5,13,0.5,0,0
9016,"User Support: USM save error when making correction to UW Ref FFYFCFCU97AX",1,10,13,NA,"CHRONICLE","PC2","PBC21","Development","Bug",3.5,0.5,13,0.5,3,3
9017,"Bordereau Back Loader on 04/12/07 (Yesterday's file load)",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
9018,"Merge SCM with any changes YYY ZZZ has made",1,26,26,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",3,2,26,2,1,1
9019,"Entering Manual USM Cat 'Return Premium' With Business Cat 'RPM' Fails On Save",1,52,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",7,7.5,13,0.5,-0.5,6.5
9019,"Entering Manual USM Cat 'Return Premium' With Business Cat 'RPM' Fails On Save",1,52,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",7,7.5,54,7,-0.5,NA
9020,"User Support: XXXX Claim 940101537 invalid UW Ref error but not possible to work out correction",1,10,13,NA,"COMPLETED","PC2","PBC53","Development","Support",1,0.5,13,0.5,0.5,0.5
9022,"Give Manual ClaimRef a default value",5,26,26,NA,"COMPLETED","PC2","PBC13","Development","Enhancement",0.5,0.5,26,0.5,0,0
9023,"SCMS Support 1 USM Manual Entry Tweaks For User",1,52,13,NA,"COMPLETED","PC2","PBC21","Development","Support",0.5,0.5,13,0.5,0,0
9024,"SCMS Support: Diary Event User Query",1,13,13,NA,"COMPLETED","PC2","PBC73","Development","Support",1,0.75,13,0.75,0.25,0.25
9025,"SCM Message Summary Results In Past Months Reporting Incorrect Suspense Items",1,24,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,0.5,13,0.5,0.5,0.5
9026,"Research into Tenders and new Business opportunities (Marketing too)",3,42,42,58,"COMPLETED","PC18","PBC33","Management","Marketing",35,24.25,42,24.25,10.75,10.75
9027,"Investigate ISO Accreditation.",1,58,43,58,"FINISHED","PC18","PBC33","Management","Marketing",7,3.25,43,3.25,3.75,3.75
9028,"XXXX Claim Summary Gross/Net Report Showing Treaty Figures In XL column",1,10,13,NA,"COMPLETED","PC2","PBC53","Development","Bug",2,4.25,13,4.25,-2.25,-2.25
9029,"XXXX Daily Movements Excel Format Report Showing Incorrect Advise Date",1,10,13,NA,"COMPLETED","PC2","PBC53","Development","Bug",1,1,13,1,0,0
9030,"XXXX USM Validation Failing On User front-End Run",1,10,13,NA,"COMPLETED","PC2","PBC53","Development","Bug",1,0.5,13,0.5,0.5,0.5
9031,"XXXX Period Close: Aid YYY ZZZ With November Gross Close.",1,10,13,NA,"COMPLETED","PC2","PBC53","Management","Client Support",0.5,0.5,13,0.5,0,0
9032,"XXXX Period Close Split Complete Errors From Past Months Reported",1,29,13,NA,"COMPLETED","PC2","PBC42","Development","Bug",1,2.5,13,2.5,-1.5,-1.5
9033,"XXXX Period Close Split Complete Check Errors From Past Months",1,52,13,NA,"COMPLETED","PC2","PBC10","Development","Bug",1,1,13,1,0,0
9034,"XXXX Split Figures Updating Support",1,29,13,NA,"COMPLETED","PC2","PBC42","Operational","Client Support",0.5,0.5,13,0.5,0,0
9035,"Document Management Improvement",2,58,42,58,"CANCELLED","PC9","PBC24","Development","Enhancement",99,49.5,58,5,49.5,NA
9035,"Document Management Improvement",2,58,42,58,"CANCELLED","PC9","PBC24","Development","Enhancement",99,49.5,65,8.5,49.5,NA
9035,"Document Management Improvement",2,58,42,58,"CANCELLED","PC9","PBC24","Development","Enhancement",99,49.5,42,36,49.5,63
9036,"Grants XXXX Error in Risk Super search -  data structure related ",1,46,24,NA,"CHRONICLE","PC17","PBC72","Development","Enhancement",4,18,26,4,-14,NA
9036,"Grants XXXX Error in Risk Super search -  data structure related ",1,46,24,NA,"CHRONICLE","PC17","PBC72","Development","Enhancement",4,18,24,14,-14,-10
9037,"Bordereau Back Loader on 05/12/07",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
9038,"Issues raised by Period Close",1,26,26,NA,"COMPLETED","PC2","PBC21","Development","Support",14,17.5,26,17.5,-3.5,-3.5
9040,"Investigate bogus 'Message 0 failed to load' errors",3,24,26,26,"COMPLETED","PC16","PBC38","Development","Bug",4,3.5,26,3.5,0.5,0.5
9041,"BMS Enhancements Discussion",1,58,58,42,"FINISHED","PC2","PBC32","Development","Support",2,4,42,2,-2,NA
9041,"BMS Enhancements Discussion",1,58,58,42,"FINISHED","PC2","PBC32","Development","Support",2,4,58,2,-2,0
9042,"SiPStaff New Object",1,58,65,58,"CHRONICLE","PC9","PBC24","Development","Enhancement",35,87.75,58,7.75,-52.75,NA
9042,"SiPStaff New Object",1,58,65,58,"CHRONICLE","PC9","PBC24","Development","Enhancement",35,87.75,65,80,-52.75,-45
9043,"XXXX Warehouse Build failed.",1,13,13,NA,"COMPLETED","PC2","PBC53","Development","Bug",4,5.5,13,5.5,-1.5,-1.5
9044,"XXXX Period Close (Lines attatched to RI differing per movement causing errors)",2,12,24,NA,"ESTIMATED","PC2","PBC73","Development","Enhancement",14,8.75,24,8.75,5.25,5.25
9045,"Preparing/Showing Work for CCC Bordereau Management",3,42,42,58,"COMPLETED","PC18","PBC31","Development","Testing",1.5,1.5,42,1.5,0,0
9046,"Marketing Research",1,58,43,43,"FINISHED","PC18","PBC33","Management","Marketing",14,17,43,17,-3,-3
9047,"Bordereau Back Loader on 07/12/07 (Yesterday's File Load)",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
9048,"Multi - Line USMs  - Linked SCM tab fails.",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,0.33,13,0.33,0.67,0.67
9049,"XXXX SCM Validation Event Check Needs To Filter Ont Non-Moved Claims",1,10,13,NA,"CHRONICLE","PC2","PBC21","Development","Enhancement",3.5,2,13,2,1.5,1.5
9050,"Double check live databases for syndicate figure synchronisation",2,26,26,NA,"COMPLETED","PC2","PBC21","Development","Support",3,3,26,3,0,0
9051,"XXXX Claim Movement Reserve Adjustement To Do In Closed Month For YYY ZZZ",1,12,13,NA,"COMPLETED","PC2","PBC73","Development","Support",0.5,0.5,13,0.5,0,0
9052,"User Suport: Respond to YYY ZZZ's November Period Close Issues.",1,13,13,NA,"COMPLETED","PC2","PBC53","Operational","Client Support",1.5,1,13,1,0.5,0.5
9053,"XXXX manual movements on different messages v1 vs v2 - deliberate?",1,26,26,NA,"COMPLETED","PC2","PBC73","Development","Support",0.5,0.5,26,0.5,0,0
9054,"CSV Generator adds extra commas each time it is regenerate",1,54,54,58,"FINISHED","PC9","PBC41","Development","Bug",3,3,54,3,0,0
9055,"Bordereau Back Loader on 10/12/07 (Last week Friday Evening File Load)",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
9056,"XXXX - SCM Need Line Eventing Errors Flagged - User Requires These Old Items To Be Posted.",1,10,13,NA,"COMPLETED","PC2","PBC53","Development","Support",0.5,0.5,13,0.5,0,0
9057,"XXXX - Period Close Split Complete Errors - Aid user to fix.",1,24,13,NA,"COMPLETED","PC2","PBC73","Development","Support",0.75,0.75,13,0.75,0,0
9058,"Client Support: New XXXX SCMS User Setup ",1,12,13,NA,"COMPLETED","PC2","PBC73","Development","Support",0.25,0.25,13,0.25,0,0
9059,"SCMS v2.2 Code Review And Check-In",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",14,7.5,13,6.5,6.5,7.5
9059,"SCMS v2.2 Code Review And Check-In",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",14,7.5,26,1,6.5,NA
9060,"Ref_AuditFieldsToKeep table holding out-of-date fieldnames",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",0.5,0.5,13,0.5,0,0
9061,"SCMS v2.2 Testing",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Testing",21,111.08,13,111.08,-90.08,-90.08
9062,"Wildnet Demo Preparation And Demo",1,58,13,58,"FINISHED","PC18","PBC31","Management","Marketing",7,8,13,7,-1,0
9062,"Wildnet Demo Preparation And Demo",1,58,13,58,"FINISHED","PC18","PBC31","Management","Marketing",7,8,58,1,-1,NA
9063,"Validate Existance Of Field Access Lookup in Code Generator",5,65,65,58,"CHRONICLE","PC9","PBC41","Development","Enhancement",0.5,0.5,65,0.5,0,0
9064,"Auto create all necessary folders for Code Generator run through",5,65,65,58,"CHRONICLE","PC9","PBC41","Development","Enhancement",0.5,0.5,65,0.5,0,0
9065,"Bordereau Back Loader on 10/12/07",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
9066,"Partner Marketing Documentation",1,58,58,58,"FINISHED","PC18","PBC31","Management","Marketing",14,3.75,58,3.75,10.25,10.25
9067,"New movement fails to save when split",1,26,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",2,1,26,1,1,1
9068,"Validation failing",1,13,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",3,1.5,26,1.5,1.5,1.5
9069,"Website Updates",1,43,43,58,"FINISHED","PC18","PBC44","Management","Marketing",21,37,43,37,-16,-16
9070,"Daily Server Health Checks 2007/50",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",2.5,2.75,43,2.75,-0.25,-0.25
9072,"Update licences on HQ1 and HQ2",1,58,24,NA,"COMPLETED","PC2","PBC21","Management","Client Support",1.5,4,24,2.5,-2.5,-1
9072,"Update licences on HQ1 and HQ2",1,58,24,NA,"COMPLETED","PC2","PBC21","Management","Client Support",1.5,4,26,1.5,-2.5,NA
